function,2.5,5.7
AminoAcid_Creatine_OneCarbon,1.2684439420470675,1.6566775719697446
Astrocyte_Metabolic_Support,2.660724467750441,39.77231129032066
Autophagy_Proteostasis,16.253282001763907,18.930995411298923
Glucose_Nutrient_Transport,-1.2607323672682291,-5.665487254403985
GrowthFactor_Metabolic_Signaling,-1.9618700220099115,-13.731427818513431
Immune_Metabolic_Crosstalk,-3.811572750658243,2.274405303055545
Lipid_Metabolism_Transport,-0.5266594708308752,-3.084871876057612
Redox_Lysosomal_Metabolism,-0.6761870369041265,-4.132510524666877
Synaptic_Energy_Demand,15.580680619469874,10.905419271499511
Vascular_Nutrient_Coupling,1.1973266908720035,-0.9333327524693509
