UMAP1,UMAP2,UMAP3,plaque_distance
4.2328057,1.2142618,9.583113,383.9352156054668
1.3266345,2.4668763,2.6962452,757.3846361149169
2.6059787,3.1558557,3.827391,493.74597909746444
2.4885314,3.8237705,3.4306064,151.90706786469661
2.4099126,-0.02456169,2.8857608,212.5218199123919
2.603176,3.7625484,3.1524436,1143.078408373434
0.4016861,-0.5682106,6.4390965,1018.5039433486941
4.511308,1.8073876,3.3787377,1019.6332177560223
3.2816184,2.2890465,8.85227,321.48346770045697
4.7831717,0.41216832,6.1039495,719.3866155809395
4.444438,1.8696679,8.829268,1055.7376996973494
1.1865476,-1.2052498,3.845032,136.36452187840726
2.9523253,3.165291,4.5511417,1534.6972955941894
3.4695191,-0.14737774,6.0199084,561.5517910769793
0.58687973,0.5994883,7.3214884,1254.14463259865
-0.55789214,0.8216749,3.951474,797.0514397802737
6.4001184,1.4285877,4.499162,1130.608256460501
-2.4562094,0.82898057,6.081125,697.2457521819454
5.9760437,1.0615168,4.91976,1647.0887523112206
2.228397,-1.8159571,4.7165575,334.6322390748754
3.7433233,2.4710402,3.2739015,1789.5880474383928
1.7167423,4.13266,6.4911747,365.97998569757505
3.6388822,-0.32046396,3.8490403,934.9958397867588
4.7435017,0.6001336,9.603531,828.1730665495611
-0.70120764,-0.8271853,6.8793344,1488.0173752603266
5.804409,1.460823,4.737939,276.80414698534076
0.46260145,2.1749425,8.493508,216.9592376938984
5.247325,1.016345,5.906591,1314.1250372388968
3.6027014,-0.13699706,6.870512,696.5088431499023
4.8199944,2.0922952,5.548555,422.4317088175814
3.9091363,0.67253983,9.341694,573.1616013045284
2.1945238,1.4788969,3.1394584,905.323549741581
1.6445328,3.7789285,6.898716,703.9105720939459
4.122233,0.5043777,9.52003,1660.3735103228582
3.4038467,-0.43346843,3.16178,367.1375404198608
2.623379,1.8159083,3.31076,760.640224124248
0.013957016,2.1757593,8.258388,212.7201993812393
5.729598,1.1033318,5.130697,765.4957926233752
-0.6685282,-0.5616039,3.20924,728.9322014645084
2.4457157,-0.74741495,4.5225096,576.2371229118177
2.8565419,-1.4271488,4.8473926,544.1860706832522
1.3590715,0.2205494,3.858356,333.32796402302984
3.830367,0.099970385,6.658966,565.1139666410264
0.13086681,0.6499947,4.1252046,653.9343414692124
0.6886399,0.05352339,6.97889,1371.7973874604054
3.0986772,2.5605502,8.747704,823.5522295246478
2.9852078,3.118541,4.0028443,359.3834636919747
4.8469114,1.3975486,5.970972,177.77444451923293
-3.0217166,0.89583176,6.405067,705.9134436880845
0.7099083,2.1241944,7.754666,246.90922626048402
2.6098254,1.2644062,4.6371417,414.74707301723856
2.93944,3.9343553,3.5993202,1126.4144473317494
3.794759,-1.1652821,3.8473005,744.4125645668685
5.4720006,3.2202668,4.094026,1253.8065604021133
1.3354746,2.3763824,2.5638542,1132.8450534353185
-2.9313629,0.8106803,6.2658534,1143.1931545036173
3.182635,1.7496253,8.925181,1448.5310070394833
0.66437346,-0.8697659,4.01676,1397.9429345896465
4.6293254,3.1092045,4.7139134,902.9654039391959
4.7446604,1.4103402,7.5386214,350.6975539197844
-0.5274229,-0.8233837,6.92456,957.7964883533389
3.933807,1.1198319,4.888063,304.04668443199375
3.2153165,2.582514,4.7492,1159.4905698091527
4.413192,2.0906396,4.493269,166.21636885732264
3.2169442,1.4759908,4.9803,639.1427271714351
2.8442204,1.8956972,3.035945,348.96986898569173
4.8898196,1.6160223,5.054663,640.7226487826487
1.2270138,-0.81559795,4.0919585,1174.4348737658033
0.07881888,-0.5793674,6.4427114,487.77297714750534
2.9793878,3.8439267,3.847234,729.7638811718817
0.35253006,0.5026032,4.092121,1952.7898666481628
-1.739845,0.50180477,5.891492,1444.824373918981
3.3252754,-1.6420146,4.948186,1175.8942748018014
2.7624369,3.7795255,3.4189346,748.933584527624
3.8161674,2.8870974,3.9528806,1792.5757929657325
3.3633542,3.604831,3.5610602,519.5599754219274
3.539294,1.8324744,3.3782964,331.35660826837045
0.086663574,-0.34517998,3.3434272,807.1093632730845
3.979009,3.2049642,5.1537566,759.5757463046829
-0.24071044,-0.75579053,2.8228452,832.6605936799565
3.3379138,0.7884188,5.447259,924.1289000659172
4.9003615,1.627544,8.469808,172.87927652780195
1.5546064,2.168058,8.557885,1043.7012128648962
3.0432875,3.0335493,4.2260904,1440.796094296041
3.9455597,2.7621818,4.560729,539.7475093415615
2.6049156,-1.6597172,4.5594363,1115.711354417251
2.8017027,1.5211214,5.8635216,173.2108801094445
2.6437674,0.7202571,6.760237,895.9802677971721
3.1007905,2.3021386,6.3498006,786.7728305046802
3.4959846,-0.52839094,5.555433,670.6367342154495
0.38896155,-0.63339424,3.1404417,700.0485082860879
3.7721767,-0.039138485,4.219529,672.3075519292678
3.1162035,2.6168258,8.9403925,412.33497875935336
2.6954346,2.1698718,3.079896,1198.0341122346783
2.1700947,1.1146708,6.917131,521.7786500156608
1.3897337,2.649578,2.6972935,1436.0489080666912
3.6103983,2.7976403,3.904676,603.305200455433
6.557057,1.572709,4.407377,744.5555281205751
1.411219,-1.1862053,5.82833,708.0226554419492
3.1369858,2.214724,8.916622,1065.9948741340063
4.255341,1.3841981,4.870664,429.12397326794957
3.9367793,0.8183791,6.68861,184.01912694013865
4.6204457,-1.129562,4.828363,1916.2958810770726
4.411767,1.7471744,6.0383143,928.6265431272822
4.7029486,3.165188,4.3457155,417.52934077619267
4.3279524,3.6257925,5.201174,778.0521593524213
3.9241683,1.3262627,4.9658794,971.2580375094929
3.996513,1.0766537,4.905003,692.6973197978668
2.5704312,2.2908783,8.796511,543.6796175474676
3.4195125,2.3162642,5.7434,298.11076281532564
3.5132508,1.5252675,5.9121723,400.94634177288015
2.5545073,0.049338885,5.234356,335.23272065212893
-2.70334,0.7116394,6.453096,502.15585427739137
5.416212,-0.03262588,4.8874526,641.8025562390492
2.8045638,3.8934896,4.1404905,511.96479663646966
-0.33146727,-0.9555383,7.072295,844.7885777076701
4.880839,1.4538548,5.089777,505.47443509592966
0.13389087,1.0574133,6.291364,296.7356023849436
3.357377,2.0078878,3.3687541,760.1776741552954
3.6796455,-1.1086367,3.8804536,395.47969872341474
4.1127315,1.5989329,5.0170608,1300.0441394199274
3.7295897,2.0491328,8.703373,493.89572119055333
2.5901024,-0.7902592,5.723777,172.3623320764081
1.1449136,4.1610436,7.120494,948.7725702307204
3.3298085,3.3250597,4.1748667,774.1856425110652
2.3539968,-0.71799505,3.9016669,1222.6634752976681
3.820663,0.22940814,6.6867194,290.57204517624973
1.7212414,-1.3760839,3.9333353,358.81943808318766
1.8224508,0.22437815,5.6661253,914.7825021017328
3.2348628,-0.9267614,5.3014092,948.8664867701231
3.6372283,1.2003077,5.27115,1668.2902287881016
4.4175296,2.8305705,3.5387437,872.4776072382004
-0.23693003,0.40777153,6.9732785,307.5489173138492
4.1223745,2.1602533,5.178558,2034.6552125163075
2.9750855,1.7804066,6.3267913,1524.9065361220025
3.2798212,-1.6211293,4.7210155,1014.0945647547236
0.10090612,2.7490263,7.196788,1065.3185977088212
1.7864617,2.687949,4.521808,145.24123640159522
-0.4473319,0.7962874,3.7872434,988.0949083555317
0.48434997,-1.6620717,4.6486187,680.6271045609802
5.8180265,2.0111039,5.579225,337.5238617073917
0.060665812,0.58926785,7.315418,1209.598560874791
-0.23929006,0.98269576,5.7672067,1491.0404854681274
5.439655,2.7848878,5.252752,1987.9440874363538
3.8939996,3.7033775,4.5366735,215.49713600355037
2.8750508,1.5373293,6.688055,1090.7041015298742
3.832971,2.7422855,4.8457212,750.1272136298013
-0.29168794,-0.94096154,6.8906426,806.2789116613224
3.6577237,-0.5072542,5.102135,908.1772397037713
1.9705865,-1.022778,3.570254,985.6366960476902
5.145715,1.9866141,3.6119287,867.8995857489676
0.835447,4.1861563,7.2213387,105.70496637852585
3.056704,1.9119207,6.8699727,593.5009071110333
-0.5865943,-0.5264602,3.1556776,1151.3836474970371
3.20645,1.3176343,4.480691,266.23152527018067
3.52271,-0.59012395,5.4697127,597.1408658132646
4.4655094,0.90041184,9.560387,159.16299303882803
-1.6192923,0.18118207,6.1860733,252.51096666329477
5.3043857,1.4972683,5.816009,469.80437048450057
3.5699363,-1.30668,6.1643944,880.7357819947229
1.4108435,4.182381,6.86253,494.63459430068974
1.607926,1.0793723,3.7412398,1036.2097199253867
3.3812246,1.1098859,4.5363235,748.064617858296
6.0417094,1.8577297,5.2274747,79.40845884170207
1.6406192,-1.246224,5.12927,598.3573883826604
3.144846,2.1115742,3.690396,688.8469336541527
4.3395667,3.0045424,2.750141,870.0947287904947
-0.7818278,-0.72297096,6.610694,827.3163884317675
0.36627543,-0.025700917,6.676377,255.86124393291746
0.27882668,2.8607953,7.024111,121.9263715392398
4.4783483,-0.9614209,5.639358,699.9623079356393
2.252077,2.016539,4.9670506,734.3489200005716
1.539107,-1.3227143,3.7631574,342.025442353012
5.357261,2.207104,4.7445455,634.4500957193251
3.252094,-1.0016949,5.5893064,664.604873365646
4.928264,1.3542471,9.549248,204.49342537915552
0.66138536,2.217699,8.492985,115.79306029969167
1.9095007,-0.55032206,5.2075543,298.42777747395644
5.0035,1.1348872,5.0574484,327.27936246629883
4.2990522,0.60070825,8.804446,726.566504473227
3.0948806,1.79713,2.9139266,209.8036122997634
1.1968521,0.13909572,3.4919965,508.488344203258
3.50878,-1.7424752,5.8264313,136.86768719767423
4.536011,3.031945,5.6077204,368.77292173217893
2.2357392,1.5093244,3.4693494,1003.89881972042
3.338438,-0.5412354,4.6975503,1305.928453197836
2.628942,0.16842619,5.244275,222.21416292962394
2.3539808,-1.3288258,6.323414,172.7226656721805
1.5420846,2.4419124,2.6158395,1129.5208740390585
0.11045117,-0.36742002,3.1801775,866.4650404892476
1.080505,-0.8773596,4.192604,1122.350905083523
4.586791,1.6107092,2.8472621,327.70543903279946
5.9643774,1.2216463,5.342737,356.2301304216671
4.651528,0.8793397,7.909884,846.9026403737687
5.709727,2.3262312,4.853682,1128.4851733241173
5.3607316,1.5600535,7.16997,733.813719243228
0.8593434,4.1969275,7.1282554,1107.5364167720736
4.536871,0.6929496,9.2107725,841.7714768878681
4.0148053,-1.1377507,3.592847,1025.2617433723917
4.370279,2.985918,4.422382,947.7958930139274
0.94791,-0.76987314,4.2823887,2073.242426642829
4.077268,1.3398206,3.5688517,252.48226351497732
5.0279408,0.6311674,6.1852784,680.5860075626233
4.1229076,0.4435212,8.865518,947.9629786774684
5.146703,0.9342305,9.679808,1062.2516816813697
1.5756336,-0.33144253,5.4331203,319.83425743783005
4.0640883,0.942104,5.7233677,592.6833307866858
2.6191323,1.1836216,3.0457072,158.99582374396812
5.139259,1.3636442,9.272784,507.83662351113776
5.7036047,1.0117922,5.060758,678.6359121556125
2.8499405,2.0563722,6.99158,238.83644634964003
3.295095,-0.30777195,3.4342668,320.15868439565975
4.237914,1.4128708,7.943801,1374.3497359933253
6.3653455,1.6658564,4.573687,717.793572878352
3.8162434,-0.8911921,4.0791626,517.7461399682874
3.4784546,-0.51775753,2.9011352,419.36678890940743
1.9909155,0.16634682,5.544718,387.6279278336308
2.5210981,0.943602,6.052954,1400.6505956454264
0.8188623,-1.4688078,4.462406,460.7804124456325
2.0187066,-1.8172398,4.9382153,55.71996113944741
4.874877,2.1812153,3.846196,695.625693918823
3.8975422,3.5651567,3.901463,1146.283591041057
1.5484476,0.45717853,3.85966,525.7440352870619
2.5289528,2.8542507,3.0374184,308.4641461018729
-0.75538534,-0.81286055,6.783077,1513.4034269566769
4.8798947,0.87205625,6.1828375,427.40885043759675
0.78145105,-0.06585607,6.586727,1163.4169070094292
4.896705,1.2655458,9.712354,363.3419874115661
4.456894,0.7383766,6.2507234,1241.6959834600555
2.3023503,0.10731123,3.6852305,872.7794998652754
2.863457,-0.7739252,3.2086039,617.8184193255768
3.7920482,1.7988597,4.4013095,1353.660426040124
0.69039935,-1.6874377,4.550266,785.1490724444329
0.17749725,2.928803,7.064202,757.4366115353115
3.93568,2.2045143,5.4937577,664.6681854535306
2.8064525,3.3908062,4.2449856,599.971479122332
1.5234008,1.0811731,5.7368503,959.0771979975376
0.20654239,2.348423,8.56926,65.03817357938682
3.7105777,-1.2887168,5.095319,346.7178073890098
-2.0648932,0.48430306,6.4550476,722.6680993523453
3.4117799,1.086746,5.526172,830.2650813859558
5.77561,2.322304,5.485577,723.2338565653398
6.240444,1.6702218,4.9120407,1902.541835900606
1.9044456,1.3222392,6.642939,1007.1556289333598
1.7331809,1.0380408,4.1662655,1088.5720686907102
3.4842227,-1.321402,5.1215773,976.0374384270514
1.5466003,2.2777677,4.7375035,493.92457243784906
-0.027278874,0.9554835,5.815353,408.2153495372984
3.2132905,2.6891313,8.944418,561.905369717386
5.0042524,3.4518251,4.0294895,891.2465835708693
3.8992891,2.6256645,2.6805053,455.6945709834892
2.5214078,1.8332572,6.010535,373.709297258983
0.4688269,2.4970186,7.4253116,2.4447838713356087
3.2527645,2.9188817,4.9372144,743.557349276739
4.550045,0.04969753,5.453219,713.5919830159046
4.3175225,2.3478186,3.67595,816.5481622092925
0.59136933,1.9149822,7.967107,120.40907585741861
4.603352,1.2707576,7.6122403,1160.4099716046373
1.9464581,2.7338545,3.4554844,580.5989531203285
5.365767,1.0455314,5.603573,391.6615426734186
0.9212284,-0.0014982696,6.1473274,977.7658856653863
1.8689171,-0.18354167,2.8416865,1368.316306621145
3.0409393,3.9189727,3.835744,601.5551748610677
2.3975444,0.604672,4.930753,549.0362877376816
4.324372,1.0281866,8.827106,950.3352261787892
2.6713517,2.237646,8.4475,983.2493980432935
2.598423,2.2346642,4.422713,403.1872274646135
6.2028885,1.5665722,4.931606,537.3517393455984
-0.39231443,1.1166108,6.4717264,858.6407453594826
0.22278425,0.6304121,3.9789026,1038.8170321646048
4.702302,1.5152378,5.616065,1236.4953522444164
2.3676274,-1.9113514,5.777801,704.3482952492257
4.928115,3.483253,3.8589177,271.73521507797057
2.488711,0.76261723,5.027027,695.9174875287224
4.900981,2.153338,3.741078,472.81187963031425
4.7781377,-0.55528677,6.0453377,351.2155127125339
-1.9812965,0.17155677,6.4395795,1225.8081178964367
2.343586,-0.8955943,3.2614634,1031.4155602332687
5.1149945,2.712783,4.2456303,1196.5647105988087
1.2226895,0.630652,3.367104,834.9054982287878
5.7780056,1.4041873,4.624596,420.8463923846476
3.343083,1.2655482,4.9833426,506.27717682383206
0.025229922,0.1374843,7.0324497,530.8467162535378
4.8100142,0.56648964,6.292812,322.54058609293895
2.940261,3.2323575,2.6981246,410.44446737594564
0.20420237,-0.1818153,7.02933,141.95861625741907
-1.3871529,0.44223937,5.6574225,1824.7288612631532
2.55188,-0.5315813,5.6541047,705.3963208918024
-0.38227847,1.0107011,6.2118287,957.3238448126162
0.40473694,1.5471934,7.2837605,249.44254320780712
3.1018407,2.6697013,9.100022,1350.9156897124205
5.022144,1.303779,5.980485,456.3031138585804
4.5055637,-0.6275083,4.890165,831.5816682255967
2.6262074,1.671204,7.521619,502.01036916800183
3.10972,3.1948793,3.0088334,926.8516897114587
-0.103411615,0.45004326,6.597844,126.32758470016614
-2.606365,0.7052606,6.0860705,1026.326163702931
2.3724475,-0.81751263,3.3625216,242.75457585758627
1.9892526,2.971113,4.297665,335.04759563621525
0.27802902,0.11351771,7.245214,754.458502435069
4.635324,-0.49866006,5.942605,500.5545236833
4.852661,1.2007784,5.60471,379.06875801261464
2.9849803,-0.8909915,4.1378846,1211.5114572175232
1.8158691,-0.7737397,4.127975,896.3810852292423
3.141997,3.0539145,3.2225215,435.83508775657054
4.638016,2.8940027,4.5025287,409.93758217220517
4.2646303,0.39014047,9.295253,647.0021131648931
-0.49661827,-0.75042266,2.90523,1149.3649827720076
3.7208006,-0.20619562,6.4474993,973.5327111652219
5.1110573,0.5172391,6.271445,976.3836158078983
2.0207183,-2.0083401,6.0237494,819.0316885140514
6.577158,1.548856,4.532547,796.7448429968941
3.6125524,2.628845,4.79218,457.2004263669094
4.842486,1.8802282,3.4714026,661.8127119629983
1.563749,-1.0931044,4.3878126,656.1885121810863
3.8802578,-1.0973824,3.6675189,1094.9006141513617
1.9522377,1.9385172,5.0329103,1226.3261562947007
5.7318506,1.8458067,4.951377,1366.8791698049606
3.3704727,3.582835,2.8581672,830.2513288969133
2.4111996,3.3575294,2.9230106,541.7196446811126
1.3499216,2.5967212,2.757369,1222.2448873238236
2.6730893,1.8565876,3.2395473,447.7043537497065
4.3334723,1.5403221,8.7223,630.5160327422477
0.7435909,1.5254091,5.6646285,1691.973152148292
3.93911,1.4188633,4.300605,888.9875123777007
1.8116032,2.5234468,2.4786034,428.6110250228269
1.8738564,1.5437349,5.1643505,478.1412493577773
-0.5384534,1.5946523,5.7343707,897.3209947076245
5.3245864,0.4574076,6.2288237,564.8748973617115
3.6383479,-0.16756007,4.39348,535.9603598791128
-0.17362691,2.011713,7.7408953,112.48407478628452
2.970159,2.8436944,2.9301562,1545.2885683723541
5.234458,1.5519338,5.9286904,800.2865738568233
5.103787,3.3337,4.10879,883.0665569123896
1.3782759,-0.17636003,5.3655496,1176.0842523123695
3.4674182,-0.4401198,4.964436,613.92583275673
0.21510239,2.575573,6.5852146,415.87555028037764
4.670955,2.2916288,2.9726484,311.39324577204945
2.7628508,2.2021163,6.417308,485.1479348925593
1.4862213,1.9190725,2.686817,1233.6515666141195
1.788317,0.5112512,4.51798,967.3481932666972
-1.0031211,0.4464939,5.5605583,1872.5226644133782
2.344584,0.4216712,3.372006,1321.0007680580607
4.9788675,0.9728528,6.977143,326.5551686661627
3.5733933,-0.43334192,5.536541,861.8902902254254
4.960827,2.0973551,7.8233714,499.7005896265101
5.0514245,0.70453715,6.8735423,478.3605307102388
1.5405958,-1.0582666,4.0660954,664.8405692975368
1.5531934,4.1662135,6.7726164,179.3826784568055
5.7166424,2.032622,5.3936048,1076.2911645509655
0.5628522,0.019238815,7.0243535,445.92473227486056
3.8032997,-1.0463009,4.3409815,486.1206350158764
1.9629252,0.0906818,5.783347,189.67239801309975
0.010514434,-0.66173863,6.297118,1149.6737367403548
5.109697,0.6455769,6.139592,503.59545550425787
-0.7717754,0.81910783,5.8365464,928.7554776571017
3.1495852,3.5590088,4.6065373,1546.760996781958
4.7555146,1.130167,8.901523,346.09595718020114
-0.84008384,2.1311033,9.588661,1137.543196497036
1.5625167,3.848561,6.234892,893.1976161828129
4.551787,1.7069756,4.1430755,566.0225459612907
4.629616,2.3908808,4.064995,439.45236072141176
2.6592271,1.664867,7.0859756,516.5040988917522
2.4047813,3.2091885,2.8650193,1157.488366578225
1.905453,-0.858577,3.5267942,1406.9011976307381
3.0853925,-1.1419799,3.812119,555.8652414011591
3.035732,-1.3370988,3.9012978,1497.4194716523084
2.4004583,-0.70720834,6.4000587,953.1618934094903
4.1995416,2.5971766,2.6768215,329.0662470878442
3.955678,3.2798634,4.2684474,300.46134677110354
-0.48290494,1.0880566,6.272503,857.1406219969921
-0.23833863,0.87086976,6.4036427,598.5845465528377
4.2191787,1.868633,5.6779704,329.68329431557663
4.5375843,0.7247191,9.095847,1473.0031405396658
3.6191003,2.1021624,3.351919,386.0929647867631
6.5784864,1.6107557,4.71192,813.3256212688564
-0.42649257,-0.30677816,3.0561264,509.3993576156427
2.2087932,-0.81218374,3.4698656,357.9536457499433
2.9051654,3.789386,3.6616533,1001.165237608936
5.447646,1.061816,4.6420565,355.05097047487743
1.8656657,0.51767355,4.580858,1403.203022298682
4.8625355,1.2656904,6.0158234,620.6805568495826
1.8527021,0.78654516,4.397469,1035.2128704647585
5.8400674,1.7685181,4.825567,735.7208254105834
4.87678,3.1557376,4.654633,330.4933105231412
4.412139,2.316347,4.5978227,386.1365461720867
1.4660131,1.8410751,2.696956,894.9579708102113
4.0537796,0.46933445,9.228274,590.4402663584144
4.5976954,1.712207,5.642758,196.46586245448393
3.522067,-1.7445781,4.359216,309.37195814084976
4.9545054,2.114058,3.203167,675.737962716885
4.824437,0.790799,9.066315,182.76290491801345
4.088143,1.3748803,7.506982,137.62375621829554
3.7941928,-0.45579925,2.9373493,255.11048129579302
1.4387677,2.425001,2.4898963,699.5063806383209
-0.43753612,1.2125319,6.2794857,407.3227932377463
-0.051254723,1.556479,7.7458873,195.8829139826667
2.850717,2.5648859,8.809784,1038.5980016895826
3.2991927,2.5571358,4.4016266,545.8545574340468
3.3236325,0.097720206,2.990487,529.3613716634414
1.9132019,1.0066928,5.2405725,637.4331433269508
1.974819,2.0609305,4.9194517,689.1451339774012
2.2894185,2.2292733,8.638381,85.48758156531788
3.6207407,3.6435769,4.449801,821.5179246395244
1.452715,2.7395782,4.386395,197.2437736821537
3.9186113,0.4985955,9.384638,687.6359188276497
3.757877,-0.09083334,6.6792903,766.1891269363749
4.794853,1.768787,5.53827,763.150882010061
3.1612074,2.0843308,5.645121,690.1654331807706
3.1020675,-2.0847266,5.719806,456.75821513920147
4.0927224,-0.6308269,4.328133,573.7144684397242
3.3056462,3.615149,3.5883472,331.7513763699182
1.8585958,2.0545619,4.77881,742.9669547044917
3.5185113,3.0517204,2.8218615,750.8572895065574
0.23577163,-0.1939268,3.1532183,581.4633956057116
-0.32362983,-1.0021585,7.0566773,1685.0286310630747
3.4381568,-0.52099013,5.3318543,1011.067680864787
-0.19514385,0.6801409,3.8110466,711.4258337030378
0.45182943,0.19955732,6.9127574,531.651449382065
1.6050978,2.114977,4.4661303,245.5989677809073
6.0173793,1.2255714,4.6679645,779.3307679422437
2.7842584,3.701279,3.8358033,274.2799012564484
3.5169303,-1.5028607,3.564878,873.0727282302895
2.3047144,2.7503846,4.6333513,598.3417815318442
3.4694207,-1.3375143,4.19727,727.3195232004166
3.6063197,-1.2507362,3.4093912,786.41210031077
5.018498,1.5350701,9.073051,1000.512834308629
5.037311,2.7785535,4.1906962,650.3716642757845
-0.29572016,0.29152787,6.9319105,1251.294549906984
