cell_type,category,mean_AD,mean_Control,log2FC,pval,qval
Neuron,C1qc,0.15961869266055045,0.19974834853727588,-0.32355396069486797,2.8497824549300316e-34,5.396396563590911e-34
Neuron,Itgam,0.0754372133027523,0.09908776344762504,-0.39343051950779306,1.4597228050852929e-33,2.706569367762314e-33
Neuron,Aldh1a2,0.01211295871559633,0.02714690154136521,-1.1642361756889275,9.253883245387725e-33,1.6808073649785868e-32
Neuron,Gucy1a1,1.1260571961009174,1.2704152249134948,-0.17401999865692866,1.3547661371215934e-30,2.411483724076436e-30
Neuron,Orai2,0.5933199541284404,0.6622365523749607,-0.15853633938929598,5.783264521223774e-29,1.0092363576253253e-28
Neuron,Laptm5,0.15082067087155962,0.18353255740798993,-0.28320183609207683,3.8473594965500815e-26,6.584903753710717e-26
Neuron,Kdr,0.1249283256880734,0.15890217049386599,-0.34703820433338056,1.52018892272947e-24,2.552770077790997e-24
Neuron,Syt6,0.36794008027522934,0.30150990877634476,0.287265423565169,1.681688202055668e-23,2.771671295980638e-23
Neuron,Cd68,0.09357081422018348,0.11448568732305757,-0.29103673270040603,2.0755133372972613e-23,3.3585579458082956e-23
Neuron,Deptor,0.19602924311926606,0.23038691412393836,-0.2329898857714681,1.1646216842804218e-22,1.8509166053742418e-22
Neuron,Aldh1l1,0.4422125860091743,0.48954073608052845,-0.14668882835281216,6.315137484910771e-21,9.690469588914804e-21
Neuron,Aldh1l1,0.4422125860091743,0.48954073608052845,-0.14668882835281216,6.315137484910771e-21,9.690469588914804e-21
Neuron,Prdx6,4.200329701834862,4.419141239383454,-0.07326346589573259,3.835592032635458e-19,5.68946151507593e-19
Neuron,Prdx6,4.200329701834862,4.419141239383454,-0.07326346589573259,3.835592032635458e-19,5.68946151507593e-19
Neuron,Wfs1,1.2623638188073394,1.4025794274929222,-0.15195471094928495,5.470111167355753e-19,7.980981867125607e-19
Neuron,Pecam1,0.1545835722477064,0.1837370242214533,-0.24925535607247656,5.01363839235397e-16,7.196997047088763e-16
Neuron,Tnf,0.0012543004587155964,0.0034287511796162315,-1.4507995071490125,5.043190473077566e-15,7.124507176252436e-15
Neuron,Emcn,0.10519997133027523,0.12672223969801824,-0.2685354252643302,8.78937125187474e-14,1.2222719397138312e-13
Neuron,Slc6a3,0.0015051605504587157,0.0036646744259201005,-1.2837670858044505,2.0039061388170075e-13,2.7438099439186717e-13
Neuron,Nme8,0.0020785550458715597,0.004561182761874803,-1.1338266458519743,6.718164720214263e-13,9.059343334834384e-13
Neuron,Lcn2,0.0020068807339449542,0.004466813463353256,-1.1542907303052925,1.511420307353379e-12,1.978182461094864e-12
Neuron,Lcn2,0.0020068807339449542,0.004466813463353256,-1.1542907303052925,1.511420307353379e-12,1.978182461094864e-12
Neuron,Grik3,0.8491255733944955,0.9217206668763762,-0.11835167585063275,2.042246168283402e-12,2.6342015793800404e-12
Neuron,Mertk,0.41271860665137616,0.45443535703051274,-0.13891660574845774,2.234119633303431e-12,2.840523533771505e-12
Neuron,Slc17a6,1.2595326834862386,1.3965555206039635,-0.14898437063839337,7.710428690112979e-11,9.665185259437397e-11
Neuron,Tgfbr1,0.10057697821100918,0.11415539477823215,-0.18269892456278694,1.1598480497140009e-10,1.4337010614520289e-10
Neuron,Aspg,0.08310636467889908,0.09696445423089022,-0.2224970009147614,1.3188502895471394e-10,1.6079133667081563e-10
Neuron,Lamp5,1.9971151089449541,1.8793960364894622,0.08764837733983467,8.367278793556489e-09,1.0063348819277399e-08
Neuron,Ctsz,0.27087514334862384,0.2905787983642655,-0.10130143062040418,1.5571404915648033e-08,1.8234934703850987e-08
Neuron,Ctsz,0.27087514334862384,0.2905787983642655,-0.10130143062040418,1.5571404915648033e-08,1.8234934703850987e-08
Neuron,Cyp1b1,0.010715309633027524,0.01483170808430324,-0.4690111778609096,1.1015955476680659e-07,1.2732727758760763e-07
Neuron,Gjb2,0.01732726490825688,0.021579112928593897,-0.3165915990420902,1.2108280798131552e-06,1.3815858859406514e-06
Neuron,Cyba,0.01953125,0.02332494495124253,-0.2560893795279676,3.090175847722029e-05,3.4378206305907574e-05
Neuron,Cyba,0.01953125,0.02332494495124253,-0.2560893795279676,3.090175847722029e-05,3.4378206305907574e-05
Neuron,Trem2,0.07208643922018348,0.08004089336269267,-0.15100938011422674,6.801487673519535e-05,7.473239542509119e-05
Neuron,Slc17a7,7.9759353497706424,7.866561811890532,0.01992049183649075,0.002951649844100058,0.003203619952742746
Neuron,Itgax,0.0034224483944954127,0.0026580685750235925,0.36465034178023514,0.03009189392617335,0.032267211559390704
Neuron,Igfbp6,0.5769602924311926,0.587008493236867,-0.024909344223292162,0.11244962016073085,0.11914304993220293
Neuron,Igf1,0.14435206422018348,0.14952815350739226,-0.05082540550222961,0.13199013609587096,0.13820143661802958
Neuron,Stat3,0.6098229644495413,0.6167505504875747,-0.016296618436198618,0.17724269566101822,0.1834255803933793
Neuron,Ppp1r1b,0.7872885607798165,0.7777760301981755,0.017537742222222506,0.21505638736842356,0.21750020995215566
Neuron,Igfbp4,0.9244911123853211,0.9106165460836741,0.021815776642382746,0.21479378537652116,0.21750020995215566
Neuron,Tyrobp,0.07199684633027523,0.07338785781692356,-0.027607671622684158,0.42903764746606865,0.42903764746606865
Astrocyte,Gfap,7.443413075151572,4.408121053777488,0.7558004578957019,0.0,0.0
Astrocyte,Slc17a7,0.8054941956102835,0.4193337687785761,0.9417751767521907,0.0,0.0
Astrocyte,Apoe,11.30648117685764,14.296284200595109,-0.33849021849501104,2.4554503322655724e-307,5.463376989290899e-306
Astrocyte,Apoe,11.30648117685764,14.296284200595109,-0.33849021849501104,2.4554503322655724e-307,5.463376989290899e-306
Astrocyte,Gja1,3.3285002584950885,4.842622831845562,-0.5409163624373129,1.2635693571973824e-303,2.2491534558113407e-302
Astrocyte,Aldh1l1,0.9686280960661747,1.3559039117497642,-0.4852401873015993,8.351285437984464e-254,1.0618062914008819e-252
Astrocyte,Aldh1l1,0.9686280960661747,1.3559039117497642,-0.4852401873015993,8.351285437984464e-254,1.0618062914008819e-252
Astrocyte,Ntsr2,2.2467688113925837,3.015276870600189,-0.4244387987303565,1.02132118609108e-188,1.1362198195263266e-187
Astrocyte,Trem2,0.19960520750105748,0.07794469845416939,1.3566265444307086,1.7776793237902326e-183,1.7579273313036745e-182
Astrocyte,Slc39a12,0.5937397189453401,0.8683503882720082,-0.5484466744169973,1.2731380709685057e-159,1.1330928831619701e-158
Astrocyte,Cd68,0.17352070310664097,0.07794469845416939,1.1545849898155915,4.65107176718859e-148,3.7631398843616776e-147
Astrocyte,Acsbg1,1.3250928232363586,1.7402569126932288,-0.3932068808861949,7.915189165188991e-135,5.870431964181836e-134
Astrocyte,Igf2,0.6159232974573483,1.1143043762246898,-0.8553207581470088,7.39678188892641e-123,5.063950677803465e-122
Astrocyte,Lamp5,0.33815857498707524,0.16822701211989258,1.0072905566618233,9.244067029299483e-116,5.876585468626099e-115
Astrocyte,Tyrobp,0.18879541288715515,0.10534146164453154,0.8417503237151587,5.734926832680035e-104,3.4027232540568204e-103
Astrocyte,Slc13a4,0.16731682098040138,0.3601857899702446,-1.1061587684760552,1.921094548165271e-98,1.0686088424169321e-97
Astrocyte,Apod,1.6407623255158152,2.2784309456419187,-0.4736743752204476,6.366165527787552e-93,3.3328748939593654e-92
Astrocyte,C1qb,0.42501292475442964,0.29218375789244505,0.5406307302419824,2.3049284969173607e-78,1.1396590901424728e-77
Astrocyte,Ctsh,0.1542980683367016,0.23274548225560635,-0.593033160367019,3.3466621724239794e-78,1.5676470176091273e-77
Astrocyte,Aldh1a2,0.2060675847158904,0.3774584512664199,-0.8732002645398542,1.1201851956631484e-72,4.984824120701011e-72
Astrocyte,Laptm5,0.2867415519105137,0.19845416938819943,0.5309451066892092,7.035748833104342e-65,2.981817362601364e-64
Astrocyte,Igfbp5,1.326244301358274,1.5969228536178242,-0.26794806637584173,1.5273765532631758e-61,6.1789324200192114e-61
Astrocyte,Gjb2,0.11223386755651643,0.1799477465708687,-0.6810699435614105,6.760588125057098e-58,2.616053665782964e-57
Astrocyte,Kdr,0.17697513747238802,0.26917773423325353,-0.6050123795551354,1.0764764134346332e-57,3.991933366486765e-57
Astrocyte,Rab3b,0.3449499459510269,0.21852093765875608,0.6586155133599498,9.89757857551629e-57,3.4974163197372693e-56
Astrocyte,Gatm,0.9633876956337829,1.146237027360476,-0.2507170027581462,1.0610139396955762e-56,3.4974163197372693e-56
Astrocyte,Gatm,0.9633876956337829,1.146237027360476,-0.2507170027581462,1.0610139396955762e-56,3.4974163197372693e-56
Astrocyte,Itgax,0.018165154862057623,0.004209304013353654,2.1095197858289505,1.1957873473975828e-54,3.800895497085174e-54
Astrocyte,C1qa,0.4926681393053532,0.36551999419406345,0.430665850267404,7.532880887376736e-53,2.3118151688845846e-52
Astrocyte,Id2,1.2157963998684025,1.4540242397851804,-0.2581496682861719,9.47479192079198e-53,2.810854936501621e-52
Astrocyte,C1qc,0.33698359731165106,0.24697002685245664,0.4483424064140715,2.531117537862224e-48,7.26675680224961e-48
Astrocyte,C3,0.026859989660196457,0.06401045068582625,-1.2528486858196077,2.9760414681946593e-48,8.277115333416396e-48
Astrocyte,Prdx6,6.7341730507120365,7.3715436533855865,-0.13046596633735236,3.49856661869331e-37,9.158012619520724e-37
Astrocyte,Prdx6,6.7341730507120365,7.3715436533855865,-0.13046596633735236,3.49856661869331e-37,9.158012619520724e-37
Astrocyte,Lyz2,0.3319546928608356,0.24976413382683793,0.4104200254692776,4.4615642145437196e-30,1.1345120431268316e-29
Astrocyte,Syngr1,1.6428302862245618,1.4273895057696495,0.20280437831605214,1.0806645777846588e-29,2.671642983967629e-29
Astrocyte,Slc17a6,0.44703200639187857,0.5987009216924305,-0.42145736191328276,1.903426818276441e-29,4.5785131574757634e-29
Astrocyte,Pecam1,0.2701508671335245,0.34193337687785763,-0.339949940444492,6.687973468899634e-28,1.5663937861370194e-27
Astrocyte,Man2b1,0.36621704187620435,0.3085855287030989,0.24702852016569393,4.446500076454482e-26,1.0147141200114075e-25
Astrocyte,Angpt1,0.14466325139822345,0.18288700195950358,-0.33825405962454713,1.3609075820276662e-25,3.0280193700115574e-25
Astrocyte,Wfs1,0.6607604455515346,0.5365411132883373,0.3004386022668105,2.118949693907307e-25,4.599671286774398e-25
Astrocyte,Deptor,0.08567937209193026,0.12152550983380507,-0.5042393693506316,4.290644957908742e-25,9.092080982235193e-25
Astrocyte,Emcn,0.1561310335103633,0.2059655998258219,-0.39964607351224557,1.8124387836063077e-24,3.7513267846735206e-24
Astrocyte,Cyp1b1,0.07585655872538422,0.11024022062558966,-0.5393048449422183,1.5659254973449535e-23,3.1674402105386557e-23
Astrocyte,Ctss,0.5892983033322367,0.49571812177951957,0.2494781121953461,1.3902279974367997e-22,2.6897889515625036e-22
Astrocyte,Ctss,0.5892983033322367,0.49571812177951957,0.2494781121953461,1.3902279974367997e-22,2.6897889515625036e-22
Astrocyte,Gns,0.6785966066644734,0.76304521373104,-0.16921432943952455,1.9617301491487586e-22,3.5631425158008063e-22
Astrocyte,Gns,0.6785966066644734,0.76304521373104,-0.16921432943952455,1.9617301491487586e-22,3.5631425158008063e-22
Astrocyte,Gns,0.6785966066644734,0.76304521373104,-0.16921432943952455,1.9617301491487586e-22,3.5631425158008063e-22
Astrocyte,Slco2b1,0.16266390938572167,0.2009579795340736,-0.30499967016120405,3.628472754331492e-20,6.332040688931427e-20
Astrocyte,Slco2b1,0.16266390938572167,0.2009579795340736,-0.30499967016120405,3.628472754331492e-20,6.332040688931427e-20
Astrocyte,Sorl1,1.0749870752455704,1.1823064083024892,-0.1372846607137353,1.6516569198017796e-18,2.773537091742611e-18
Astrocyte,Sorl1,1.0749870752455704,1.1823064083024892,-0.1372846607137353,1.6516569198017796e-18,2.773537091742611e-18
Astrocyte,Lcn2,0.005169901771866335,0.014587415632484215,-1.4965153571475105,1.956902954510391e-18,3.1666247809349967e-18
Astrocyte,Lcn2,0.005169901771866335,0.014587415632484215,-1.4965153571475105,1.956902954510391e-18,3.1666247809349967e-18
Astrocyte,Ctsd,2.925271419843023,2.7296973655562815,0.09982947844171039,2.108959996195436e-17,3.292937537919189e-17
Astrocyte,Ctsd,2.925271419843023,2.7296973655562815,0.09982947844171039,2.108959996195436e-17,3.292937537919189e-17
Astrocyte,Nts,0.09371621939183156,0.18691487045504027,-0.9960106822990711,1.1219374476469606e-15,1.7215936696651634e-15
Astrocyte,Nme8,0.004629412041171218,0.010632121344074315,-1.1995284186710493,8.368759125521267e-15,1.2624060375786319e-14
Astrocyte,Hexb,0.911077689523899,0.8110167646418462,0.16784234383532196,1.146217185659158e-14,1.700222158727751e-14
Astrocyte,Csf1r,0.29355642242797386,0.24755062050947094,0.24591425384402113,7.752658087799965e-13,1.1311255242855687e-12
Astrocyte,Tgfbr1,0.12490012689758895,0.14754336308875826,-0.24036408130339515,8.83915884278621e-13,1.2688469951741494e-12
Astrocyte,Tnf,0.0018564647271701838,0.004717323463241164,-1.3454101532109382,1.5688416805644374e-09,2.216300151908491e-09
Astrocyte,Stard5,0.07501057479907881,0.08966543290514552,-0.25745791561278425,3.769115047972864e-09,5.241425613587264e-09
Astrocyte,Fos,0.09030878413310148,0.07500544306553451,0.26787102472814245,5.763175858170576e-08,7.891117713495096e-08
Astrocyte,Syt6,0.188983409315223,0.15955439436824154,0.24421124252985368,1.991293243997805e-07,2.6852287684212823e-07
Astrocyte,Syt2,0.22160078958499788,0.19105160026126713,0.21400067895856584,5.149888413953229e-07,6.84089654987817e-07
Astrocyte,Gjc3,0.32199088217323873,0.3580811379635678,-0.1532666897200416,5.834210059934038e-07,7.635951401972491e-07
Astrocyte,Slc6a3,0.004018423649950651,0.00722113360911532,-0.8455955060753364,9.41899927459304e-07,1.2149143991866385e-06
Astrocyte,Aspg,0.22167128824552335,0.20357065099063792,0.12289233663674183,0.00013540791796645585,0.00017216149570020814
Astrocyte,Gucy1a1,0.37495887578136017,0.3481747586907613,0.10692075705862458,0.00045917924263829936,0.0005755908816170232
Astrocyte,Stat3,0.6888894111011891,0.6650337470063139,0.050844850757501,0.0018809889529096061,0.0023251113445688187
Astrocyte,Ppp1r1b,0.6610424401936363,0.6157195732636621,0.10246946686104716,0.0026602161553553067,0.003243277230501675
Astrocyte,Grik3,0.29172345725431215,0.2725887219682125,0.0978755229304305,0.00972623299476386,0.011697766709918695
Astrocyte,Igfbp4,0.24319687925929406,0.2568764061252631,-0.07894966971177951,0.021189023728546495,0.025144308157875175
Astrocyte,Ctsb,2.0310899092917234,1.9976413382683793,0.023956522978083865,0.046561561978513286,0.05381790929984003
Astrocyte,Ctsb,2.0310899092917234,1.9976413382683793,0.023956522978083865,0.046561561978513286,0.05381790929984003
Astrocyte,Itgam,0.10863843586971847,0.10334567094854488,0.07205665593961995,0.07078220405473164,0.08076430975475789
Astrocyte,Igfbp6,0.1284720590308784,0.13636693519123302,-0.08603925022014945,0.0778983749049219,0.08775892869035505
Astrocyte,Gpx4,2.817032476382949,2.851295449597213,-0.017441342213818396,0.10649884993912333,0.11701725487138243
Astrocyte,Gpx4,2.817032476382949,2.851295449597213,-0.017441342213818396,0.10649884993912333,0.11701725487138243
Astrocyte,Igf1,0.10217605865488556,0.0965236954786269,0.0821021341621071,0.13372504139145683,0.14514059370536167
Astrocyte,Ctsz,0.3853221788786013,0.37818419333768777,0.02697616347051332,0.20166435800718396,0.2136681888409449
Astrocyte,Ctsz,0.3853221788786013,0.37818419333768777,0.02697616347051332,0.20166435800718396,0.2136681888409449
Astrocyte,Orai2,0.1933543262678009,0.19878075332026998,-0.03993103162656899,0.21673076325673865,0.22692985799823223
Astrocyte,Mertk,0.7393899515909198,0.7426155744248494,-0.006280135028871379,0.7574507287292958,0.7838734285686898
Astrocyte,Cyba,0.057244912346665414,0.056753029973147545,0.012450060730741086,0.8017997823243389,0.8109111434871155
Astrocyte,Cyba,0.057244912346665414,0.056753029973147545,0.012450060730741086,0.8017997823243389,0.8109111434871155
Astrocyte,Hexa,0.5650937632184988,0.5665142608317004,-0.003622006722128323,0.8343136013269342,0.8343136013269342
Microglia,Apoe,7.897298788380334,9.510372178157413,-0.2681425257925748,1.2271825136114662e-237,5.4609621855710244e-236
Microglia,Apoe,7.897298788380334,9.510372178157413,-0.2681425257925748,1.2271825136114662e-237,5.4609621855710244e-236
Microglia,Ctsd,3.7439259872260062,4.5196766320927395,-0.2716676412991057,2.0155960404478562e-204,4.4847011899964804e-203
Microglia,Ctsd,3.7439259872260062,4.5196766320927395,-0.2716676412991057,2.0155960404478562e-204,4.4847011899964804e-203
Microglia,Ctsb,2.8554968489400983,3.375705460646736,-0.241447237876216,5.567870844791097e-173,8.259008419773461e-172
Microglia,Ctsb,2.8554968489400983,3.375705460646736,-0.241447237876216,5.567870844791097e-173,8.259008419773461e-172
Microglia,Slc17a7,0.28626901776051944,0.4332100366076876,-0.5976951267653345,2.9879930245991057e-167,3.7990197027045773e-166
Microglia,Fos,0.08290364334670147,0.17533557046979867,-1.0806112873294311,1.1815001653354262e-156,1.3144189339356616e-155
Microglia,Gpx4,3.7884227725083286,4.372559487492373,-0.20688067304191943,2.2976102274516404e-140,2.04487310243196e-139
Microglia,Gpx4,3.7884227725083286,4.372559487492373,-0.20688067304191943,2.2976102274516404e-140,2.04487310243196e-139
Microglia,Ppp1r1b,1.6135336431345089,0.9639452410006101,0.7432005601083018,1.455359881287369e-135,1.177518449405235e-134
Microglia,Aldh1l1,0.28361661043563136,0.3849908480780964,-0.4408821207627585,9.986428236791179e-125,6.83686240826473e-124
Microglia,Aldh1l1,0.28361661043563136,0.3849908480780964,-0.4408821207627585,9.986428236791179e-125,6.83686240826473e-124
Microglia,Gja1,2.158932246907293,2.7559868822452716,-0.3522510526487995,1.2934082435439995e-119,8.222380976815425e-119
Microglia,Sorl1,1.335476478451843,1.6044272422208663,-0.2647038011720876,7.911559286030668e-112,4.400804852854559e-111
Microglia,Sorl1,1.335476478451843,1.6044272422208663,-0.2647038011720876,7.911559286030668e-112,4.400804852854559e-111
Microglia,Acsbg1,0.9871835678061408,1.226262202562538,-0.3128772071455521,1.088850963650825e-109,5.700455044995496e-109
Microglia,Gatm,0.8735332187493369,1.0697452715070164,-0.29233282951401623,2.3457954357289675e-105,1.0988199672625165e-104
Microglia,Gatm,0.8735332187493369,1.0697452715070164,-0.29233282951401623,2.3457954357289675e-105,1.0988199672625165e-104
Microglia,Slc39a12,0.40244445859061684,0.5406497864551556,-0.4259046791217652,1.2031197224967284e-102,5.353882765110441e-102
Microglia,Gns,1.1093640588197848,1.3038819402074435,-0.23308035579016045,2.1814206028877904e-99,8.441149289435362e-99
Microglia,Gns,1.1093640588197848,1.3038819402074435,-0.23308035579016045,2.1814206028877904e-99,8.441149289435362e-99
Microglia,Gns,1.1093640588197848,1.3038819402074435,-0.23308035579016045,2.1814206028877904e-99,8.441149289435362e-99
Microglia,Prdx6,3.6043669234196956,4.127802776082977,-0.19562815673265008,1.0983069501971213e-94,3.9099727427017515e-94
Microglia,Prdx6,3.6043669234196956,4.127802776082977,-0.19562815673265008,1.0983069501971213e-94,3.9099727427017515e-94
Microglia,Syngr1,3.486706134487661,4.019428767541184,-0.2051257067904828,7.006555335851229e-84,2.398397788041382e-83
Microglia,Man2b1,0.4976764911833981,0.6089078706528371,-0.29101572076606885,1.2150704381904457e-81,4.0052321851462836e-81
Microglia,Aspg,0.06089927217943005,0.09784929835265406,-0.6841365105496273,3.5018597086355566e-75,1.1130911216734449e-74
Microglia,Id2,0.8000509262206379,0.984041336180598,-0.29862708330570215,1.2013465805686837e-73,3.6868912300211325e-73
Microglia,Ctss,0.6835359772529548,0.8798619585112873,-0.36425992201273866,1.1807267505997348e-72,3.389828413012142e-72
Microglia,Ctss,0.6835359772529548,0.8798619585112873,-0.36425992201273866,1.1807267505997348e-72,3.389828413012142e-72
Microglia,Hexb,1.3852568591253422,1.6973192495424039,-0.2931044367816449,5.880901043146059e-63,1.6356256026249978e-62
Microglia,Slco2b1,0.17160014429095846,0.23310707748627213,-0.44194203939811405,4.67234979135704e-60,1.2230562689140488e-59
Microglia,Slco2b1,0.17160014429095846,0.23310707748627213,-0.44194203939811405,4.67234979135704e-60,1.2230562689140488e-59
Microglia,Ntsr2,1.605024720436268,1.8728073520439292,-0.22260698523656486,9.482756160568542e-60,2.4113294236874293e-59
Microglia,Ctsh,0.1366520253782333,0.1850594874923734,-0.4374822549694279,1.0777750196144854e-56,2.6644993540469222e-56
Microglia,Igfbp4,0.27557451142657075,0.3901769371568029,-0.5016860473792408,7.821101269173554e-54,1.8812919269093141e-53
Microglia,C1qa,0.5305026842362128,0.6725709273947529,-0.3423263666820259,3.7719171345255786e-51,8.834226972967802e-51
Microglia,Igf2,0.6197296666454474,0.9003012507626602,-0.5387687910201284,1.097720937996323e-46,2.5050554738890446e-46
Microglia,Csf1r,0.7067286269017761,0.883789658328249,-0.3225467007753201,2.2144545899892106e-46,4.9271614627259935e-46
Microglia,Slc13a4,0.17331890423748594,0.27192647956070776,-0.6497876207361165,3.6597508428108294e-43,7.94433719536985e-43
Microglia,Gjc3,0.2193434761389437,0.28611195851128735,-0.3833879997651895,1.3308030976515432e-38,2.8200351354996986e-38
Microglia,Stat3,0.6334797462176671,0.7113903294691886,-0.1673428686337176,3.303077137688426e-35,6.836601517541161e-35
Microglia,Tgfbr1,0.18172173064273134,0.22553767541183647,-0.3116374998699215,1.953993923731049e-34,3.9523968002741675e-34
Microglia,Stard5,0.09542300592017315,0.12456147040878585,-0.3844488381641796,1.3509828406524447e-33,2.6719438404015017e-33
Microglia,C1qc,0.38145861183610247,0.46476510067114096,-0.284975206296244,7.632463405968164e-33,1.4767157459373186e-32
Microglia,Hexa,0.812676385087105,0.8958587553386211,-0.14059031624886442,1.618760213466194e-32,3.0653118935849207e-32
Microglia,Kdr,0.1394741867719142,0.1825045759609518,-0.3879344953570869,1.6460769479352486e-30,3.0521010076299403e-30
Microglia,Syt6,0.5037876376599402,0.41259914582062235,0.28807488537797327,5.015612490505101e-30,9.109990033774571e-30
Microglia,Itgam,0.13219598107242134,0.16658404514948139,-0.33357191093637034,1.494614727927123e-29,2.660414215710279e-29
