UMAP1,UMAP2,cell_type,distance_bin,plaque_distance
4.815089,2.1207178,Neuron,>200um (far),583.2048908937076
2.6115243,-0.49491742,Astrocyte,>200um (far),1583.086918428792
3.5401032,0.9884588,Astrocyte,>200um (far),247.86102744325217
5.8332334,1.6787732,Microglia,>200um (far),589.5916842902161
0.4344461,1.9847318,Astrocyte,>200um (far),919.768158759455
-0.24949224,-0.16249342,Oligodendrocyte,>200um (far),615.3734004522003
1.0342526,-0.48382676,Neuron,>200um (far),386.17845867161617
2.1267705,-0.79763013,Astrocyte,>200um (far),1356.8702347465196
1.8193544,2.5320299,Astrocyte,>200um (far),1206.9585530689235
3.120411,1.0575476,Astrocyte,>200um (far),427.03534900449205
3.1101646,2.4461582,Neuron,>200um (far),262.5157277669799
-0.6274364,2.0531995,Microglia,100-200um,177.51515910832765
4.4195943,2.319579,Astrocyte,>200um (far),1475.8968414328479
4.631274,2.7016678,Neuron,>200um (far),878.8133737023986
3.7444363,2.0491295,Neuron,>200um (far),1056.1731394993067
4.9434414,1.8603811,Astrocyte,>200um (far),671.3813929736392
3.5572426,2.4523046,Neuron,50-100um,96.98471281706112
-0.25429174,0.32785124,Oligodendrocyte,>200um (far),975.4115291005062
5.08141,1.1566133,Microglia,>200um (far),1116.1290800461254
1.5455346,-1.3276175,Astrocyte,100-200um,176.63917891768153
0.022533895,0.22164372,Microglia,>200um (far),1083.6971950232148
1.9586337,-1.8783488,Oligodendrocyte,>200um (far),1098.1461971522272
3.8828394,1.2891984,Neuron,>200um (far),254.244367364203
1.2382631,2.6066654,Microglia,>200um (far),955.0571075742646
-2.635013,0.86414963,Microglia,0-50um (near),23.617306198658145
2.0953317,3.5176091,Microglia,50-100um,59.693904650155986
2.7164555,0.94607115,Microglia,>200um (far),958.7445095772322
5.9052863,2.193788,Neuron,>200um (far),607.9851204279513
2.9695342,1.9686135,Microglia,>200um (far),635.4466708186944
0.13208158,0.27028388,Astrocyte,>200um (far),1093.063550438052
2.3110852,1.098406,Neuron,>200um (far),554.650441396893
4.386446,1.8523693,Neuron,>200um (far),395.81549828558906
5.098423,-0.41167337,Neuron,>200um (far),325.77461273291965
1.8084847,2.8165352,Neuron,>200um (far),209.6397328259999
4.736147,1.5372922,Neuron,>200um (far),261.1962669987544
1.6020278,-0.2833384,Neuron,>200um (far),265.16149986551346
3.3893287,2.1367588,Neuron,>200um (far),515.1336538288114
3.9806936,3.6842804,Neuron,>200um (far),944.5872057412364
2.3974686,-0.9507319,Microglia,>200um (far),535.3683015060874
3.470354,-1.338468,Astrocyte,>200um (far),541.1562121013105
2.8997014,0.6138485,Microglia,100-200um,152.85241958197224
4.9357357,2.3937504,Microglia,>200um (far),1243.425293271006
3.9702373,2.8649914,Microglia,>200um (far),884.4516533646694
3.0613832,-0.38993973,Astrocyte,>200um (far),554.7962257357109
4.1048546,3.4691195,Neuron,>200um (far),890.8337691323632
3.9490144,-0.71525085,Microglia,>200um (far),462.15016021293786
0.9860104,1.4617057,Microglia,100-200um,190.8597739257727
0.46220583,-1.671407,Oligodendrocyte,>200um (far),768.8043566576756
4.19102,0.95452535,Astrocyte,>200um (far),269.1709388344761
-0.21287525,1.9809577,Microglia,>200um (far),736.0464963522159
-1.1726096,0.7004885,Oligodendrocyte,>200um (far),516.4637119639931
5.3980355,3.262071,Neuron,>200um (far),1257.5084380961982
-2.464095,0.88475585,Microglia,>200um (far),570.0662593680512
4.0388966,2.3896506,Microglia,>200um (far),1067.069285065893
2.9403818,-1.6155326,Microglia,>200um (far),1192.0963143157478
-0.087640695,-0.47484684,Microglia,>200um (far),611.7204065727877
2.8291814,3.651961,Neuron,>200um (far),1113.9871831454823
1.2864978,2.228192,Neuron,>200um (far),1238.049114915279
4.8140407,2.2858381,Neuron,>200um (far),534.1851855800752
5.003875,1.407542,Neuron,>200um (far),940.1658071380639
1.7230314,0.121112965,Neuron,>200um (far),519.634077913618
3.2595792,2.293764,Microglia,>200um (far),847.802057459618
3.8889968,1.1326134,Microglia,>200um (far),293.0000414416885
5.5136847,2.0386157,Microglia,>200um (far),292.86390289404085
1.0989913,0.019653153,Neuron,>200um (far),1254.8025826579349
-0.37403274,0.98895913,Astrocyte,>200um (far),727.6084030642494
3.504696,1.0005254,Microglia,>200um (far),927.4309322818295
4.4887314,2.7404962,Astrocyte,>200um (far),1221.7749330648808
3.5795267,-0.6988483,Neuron,>200um (far),635.7382036183062
4.15035,-1.0025172,Neuron,>200um (far),817.1525754765239
5.0674806,0.09345283,Neuron,>200um (far),673.6188731025072
2.605912,2.410014,Microglia,>200um (far),646.0501402403245
3.6556914,-0.47606608,Astrocyte,>200um (far),447.53373116062363
3.953443,0.48273206,Microglia,>200um (far),656.068564873852
3.1087823,2.5930967,Astrocyte,>200um (far),985.3789041443559
3.8000145,-0.46476728,Neuron,>200um (far),871.2796280819412
1.8243926,-0.18410087,Neuron,>200um (far),549.7800910480404
0.055050395,-0.16363478,Microglia,>200um (far),1172.2476454237305
4.9019012,-0.4862097,Neuron,>200um (far),1133.3632488880883
4.12181,-0.91403866,Neuron,>200um (far),295.1141011585561
3.2479696,2.3928277,Neuron,>200um (far),442.87501150125394
3.5779274,0.97848564,Microglia,>200um (far),1546.3293857815797
0.11211117,0.8710229,Oligodendrocyte,>200um (far),1089.5380808927055
-0.21876244,1.0243219,Oligodendrocyte,>200um (far),593.0602166268512
5.0304008,0.047437493,Astrocyte,>200um (far),1388.5935865240572
3.4137924,2.741527,Neuron,>200um (far),653.8058354491852
3.2368238,1.2750068,Astrocyte,>200um (far),240.47922918544498
-0.11538619,0.18408707,Neuron,>200um (far),1343.797597444119
3.8091643,2.399215,Neuron,>200um (far),918.1870370362992
1.1928818,2.4179008,Astrocyte,100-200um,123.82254897859539
4.731902,1.7100965,Neuron,>200um (far),376.0976678178082
3.82803,2.0220175,Oligodendrocyte,>200um (far),861.3618285033099
4.1017284,-0.0035216166,Astrocyte,>200um (far),202.13340106406878
1.7356708,0.089056484,Astrocyte,>200um (far),266.37837468473094
2.1295743,-1.0655613,Microglia,>200um (far),1074.9497007621012
0.74379855,-0.14563325,Neuron,>200um (far),543.7973296789042
0.25545624,0.083576515,Oligodendrocyte,>200um (far),1268.0439065926967
6.007169,1.7794952,Microglia,>200um (far),701.4493402523732
1.2353514,2.2465558,Microglia,>200um (far),515.6309267816326
5.0343533,2.631588,Microglia,>200um (far),487.11385600042956
2.9654787,-0.67790675,Microglia,>200um (far),729.9801407495198
2.336557,1.8634299,Astrocyte,>200um (far),955.3743635648257
3.1568284,2.3099391,Neuron,>200um (far),343.5743241636606
2.526611,-0.71342945,Neuron,>200um (far),455.58359205691755
3.7321818,2.4697728,Neuron,>200um (far),1482.436729934171
4.428535,2.960766,Astrocyte,>200um (far),1089.8765839049868
3.5139222,-1.5776377,Neuron,>200um (far),1199.384784702617
3.3000555,2.3339357,Neuron,>200um (far),703.0607975359335
4.35752,3.2130747,Neuron,>200um (far),898.7309438891307
3.3333986,-1.2661343,Neuron,>200um (far),814.3920742178476
6.4537573,1.6745228,Neuron,>200um (far),606.9375255887246
4.807608,1.2339262,Neuron,>200um (far),664.2164124300143
4.200312,3.716617,Microglia,>200um (far),1516.0827486938183
5.8029118,1.0063657,Neuron,>200um (far),227.8995792291832
5.1756845,-0.35836476,Neuron,>200um (far),1032.3845693837352
3.0887177,0.07786719,Astrocyte,>200um (far),1738.2742935170434
3.7177958,-1.2626765,Microglia,>200um (far),236.4605308971326
2.23355,2.5905402,Microglia,>200um (far),1185.8481631955292
1.1867006,-1.1117438,Oligodendrocyte,>200um (far),618.8222073609344
4.093944,-0.05076349,Astrocyte,>200um (far),1104.0606931370646
-1.6690446,0.033240892,Oligodendrocyte,>200um (far),1110.5090243803907
1.1350095,2.1472979,Microglia,>200um (far),911.8968178197879
4.2836847,1.3284271,Neuron,>200um (far),500.78564512228115
3.7983017,2.024228,Astrocyte,>200um (far),337.6128000380734
2.5908356,2.9590228,Neuron,>200um (far),1220.7882889108162
3.605699,3.8168514,Neuron,>200um (far),1749.2187733220258
3.9969287,1.8857216,Neuron,>200um (far),1357.7923015662884
4.4229655,1.565747,Neuron,>200um (far),388.67294195728823
3.592726,-0.0559342,Astrocyte,>200um (far),1052.4657708012635
0.56477505,2.3091307,Astrocyte,100-200um,157.61306500084206
3.5637095,-0.6761,Neuron,>200um (far),274.7216628895164
-0.86875886,2.1383064,Neuron,>200um (far),484.05998304355103
3.358733,0.17244217,Neuron,>200um (far),239.54120499929303
1.0325928,-1.3051217,Astrocyte,>200um (far),977.4466845818232
3.333356,2.3547356,Neuron,>200um (far),326.70518491242797
0.85937613,2.3683693,Astrocyte,>200um (far),417.1949862778095
3.1466422,2.1472378,Microglia,>200um (far),457.5446420704827
0.36813387,2.074423,Astrocyte,>200um (far),950.5314190860028
3.286669,-0.7561635,Neuron,>200um (far),1160.2829695819892
0.60933626,0.38809302,Microglia,>200um (far),275.22577167395474
6.3760085,1.3399966,Neuron,>200um (far),736.6048064733392
4.4555345,1.3359457,Microglia,>200um (far),544.9370908848242
1.1925471,-1.6588295,Astrocyte,>200um (far),1565.2264730447891
4.175737,0.52026904,Microglia,>200um (far),776.953217923149
3.4615717,-1.3451024,Oligodendrocyte,>200um (far),749.7861063427393
5.0988617,1.4426548,Astrocyte,>200um (far),306.9194881856706
0.44529834,-1.7711542,Oligodendrocyte,>200um (far),753.562026015992
-0.20857555,-1.0026718,Astrocyte,>200um (far),1986.8735628880888
-0.06200507,2.11435,Astrocyte,>200um (far),243.0622740422767
4.721317,0.86321914,Microglia,>200um (far),500.98575602000204
4.232534,3.3140845,Neuron,>200um (far),747.8116981051205
5.188556,-0.40400884,Neuron,>200um (far),715.8536304084466
5.127927,3.6058862,Neuron,>200um (far),1323.2577864196458
0.6710928,0.6363401,Neuron,>200um (far),888.5356456129475
3.4729147,-0.46112674,Neuron,>200um (far),249.7361445322162
4.19926,-1.0913916,Neuron,>200um (far),401.76354844481466
3.6659346,-1.1337566,Neuron,>200um (far),1497.1385292466261
2.6172044,3.8569174,Neuron,>200um (far),348.0634318338351
3.2382889,2.3538992,Microglia,>200um (far),1078.2821061254397
0.5700384,-1.038994,Oligodendrocyte,>200um (far),1321.1944891653693
0.9562575,4.263998,Microglia,>200um (far),948.862546174307
2.760929,1.1583685,Microglia,>200um (far),326.6617118457422
4.580171,3.635296,Oligodendrocyte,>200um (far),810.3603453432906
4.641797,-0.60720277,Microglia,>200um (far),981.2264195433025
0.3967411,-0.56914777,Neuron,>200um (far),648.9812366279987
2.046348,1.6061401,Microglia,>200um (far),321.8499500500315
4.8265104,-0.45125863,Microglia,>200um (far),530.2490462658337
0.71223646,0.4030709,Oligodendrocyte,>200um (far),471.3701816261788
0.0717682,0.40434343,Oligodendrocyte,>200um (far),854.8248886622849
2.1913443,3.5483947,Microglia,>200um (far),1105.539871366039
0.70401776,2.2625523,Microglia,>200um (far),300.75836761432925
0.22788489,-0.36259124,Oligodendrocyte,>200um (far),903.4317221161294
3.9959588,3.7222362,Microglia,>200um (far),901.1401681456535
1.4783062,-0.3091646,Astrocyte,>200um (far),1717.7946712792902
1.129234,1.883251,Astrocyte,>200um (far),425.8957544900987
1.312491,-1.4909908,Microglia,>200um (far),221.6336824144524
3.6587675,2.8646939,Neuron,>200um (far),385.53856735000716
4.9132695,0.816132,Microglia,>200um (far),215.02384747870957
0.55778646,-0.14484362,Oligodendrocyte,>200um (far),863.1884773268301
3.337415,-0.4799497,Astrocyte,>200um (far),646.9409006737354
0.35867584,1.3464477,Oligodendrocyte,>200um (far),800.0979303724741
3.8411937,2.28059,Microglia,>200um (far),1037.6933873198257
0.6818053,-0.041019306,Astrocyte,>200um (far),1072.6343312873855
3.3638246,-1.8760308,Oligodendrocyte,>200um (far),1064.1211122430059
3.3540823,3.0797684,Astrocyte,>200um (far),314.78819576303334
2.4091804,-1.8824848,Microglia,>200um (far),1068.4514927225048
4.616531,1.3904942,Neuron,>200um (far),329.8041882941185
2.1900084,0.6439585,Oligodendrocyte,>200um (far),1194.195283763327
5.2939,-0.28305003,Neuron,>200um (far),710.3367311600557
4.163326,2.0093904,Microglia,>200um (far),1024.0890573313852
2.0354118,-0.8964625,Oligodendrocyte,>200um (far),494.4256855539887
5.210767,3.519128,Microglia,>200um (far),682.1722113552499
0.64619046,-0.015452827,Microglia,>200um (far),810.6162940311119
-0.18405628,1.0924919,Neuron,>200um (far),799.6323095685558
2.9664965,-0.6553932,Astrocyte,>200um (far),914.1165797391347
2.1416342,3.3376923,Microglia,>200um (far),287.26913904799454
0.7605787,-0.5492183,Neuron,>200um (far),265.6118201052649
4.6772537,1.6904593,Microglia,>200um (far),571.352449475132
4.6443324,2.380538,Oligodendrocyte,>200um (far),602.2007539341738
4.4795756,2.4264588,Microglia,>200um (far),1572.344277950991
3.001894,1.1116775,Microglia,>200um (far),606.1553109503905
3.1967962,-2.0460756,Oligodendrocyte,>200um (far),1257.025413804166
3.2012677,2.331208,Microglia,>200um (far),755.0733154042209
5.0663166,3.3412714,Neuron,>200um (far),1175.203224449451
1.6465385,-0.10069944,Neuron,>200um (far),1187.9536576257644
4.5464687,1.0436318,Neuron,>200um (far),895.8736817276903
2.2424643,2.6854694,Microglia,>200um (far),1316.9786815392804
2.452747,2.3957222,Microglia,>200um (far),837.1436481887557
4.4660516,3.0988688,Neuron,>200um (far),849.6427995545878
3.809646,0.3870694,Neuron,>200um (far),1085.7091850810318
2.5403333,1.563481,Neuron,>200um (far),774.3614390488447
0.5608208,1.9885457,Astrocyte,>200um (far),265.87450540067385
4.122505,0.8871356,Neuron,>200um (far),717.8089684153788
4.2674785,2.4945555,Neuron,>200um (far),229.6856152761059
2.562867,2.1859689,Microglia,>200um (far),743.846556868441
3.5089996,3.8008852,Microglia,>200um (far),1595.5125934810237
2.597047,3.2305965,Microglia,>200um (far),473.0181704327979
0.17870949,0.6095053,Oligodendrocyte,>200um (far),773.4871317489059
3.985481,0.12997349,Microglia,>200um (far),1106.0371338892467
5.187562,0.9354544,Astrocyte,>200um (far),691.6374405726857
1.8601083,-0.076386176,Microglia,>200um (far),465.3939502958992
6.2408156,1.6391897,Neuron,>200um (far),961.2745301983588
2.1967192,3.0276632,Microglia,>200um (far),1013.8470217223775
3.3539562,3.6112494,Microglia,>200um (far),526.7182405962882
6.125954,1.6928637,Neuron,>200um (far),606.0930006251695
2.1355703,2.1324327,Neuron,>200um (far),338.1800766085865
-2.768696,0.6948071,Microglia,>200um (far),1379.5431793170305
2.4811938,-1.346092,Oligodendrocyte,>200um (far),940.4820038477737
4.320695,3.7867904,Neuron,100-200um,193.7873991410747
4.620578,-0.7005422,Microglia,>200um (far),902.9129187434527
6.0427294,1.9689331,Neuron,>200um (far),343.7095299317502
4.0980763,3.7372959,Microglia,>200um (far),520.5416033467769
1.3315065,1.7137239,Oligodendrocyte,>200um (far),741.6888785101467
1.0614885,-1.6908611,Oligodendrocyte,>200um (far),864.091682271945
2.8190036,0.021636518,Oligodendrocyte,>200um (far),967.7633794394128
0.41037068,2.8538895,Astrocyte,>200um (far),637.1153701111549
5.170678,3.4355738,Neuron,>200um (far),967.0428327141134
-2.6875556,0.73588014,Microglia,>200um (far),298.5246084309515
4.274511,-0.7839141,Neuron,>200um (far),849.8241539259222
4.2602615,2.5784616,Microglia,>200um (far),385.6457275022286
1.8148543,4.0754657,Neuron,>200um (far),589.5745325247467
-0.27193043,0.9112766,Oligodendrocyte,>200um (far),1975.888534800284
2.6855135,2.0370555,Neuron,>200um (far),769.4786357351343
5.6443477,1.6887528,Neuron,>200um (far),809.3363225683695
3.9779742,1.9646845,Neuron,>200um (far),500.3648008156305
3.947735,2.709315,Neuron,>200um (far),355.44154659429165
5.3315053,-0.49321833,Neuron,>200um (far),752.3501483966488
2.829199,0.8047099,Astrocyte,>200um (far),1304.411939051063
4.520404,0.8213994,Astrocyte,100-200um,134.8089796735541
3.6775608,-0.5965515,Neuron,>200um (far),437.15701079445273
0.6837555,-0.8396153,Oligodendrocyte,>200um (far),1077.6008837211539
4.8537903,3.393258,Microglia,>200um (far),394.2286232957165
4.516121,1.6938986,Neuron,>200um (far),1122.0481035428359
5.71953,1.3093449,Neuron,>200um (far),817.3086465442217
1.8112609,-1.1480979,Microglia,>200um (far),1049.8635337769228
-0.8797029,1.1039195,Oligodendrocyte,>200um (far),733.3988444522607
-0.21001069,0.69952846,Oligodendrocyte,>200um (far),765.7717258732279
3.545055,3.073614,Neuron,>200um (far),686.3958865368749
3.8694437,1.2236348,Neuron,100-200um,152.87613629885865
-0.7805406,0.94917613,Oligodendrocyte,>200um (far),1262.5135251004608
4.1078234,2.1462293,Neuron,>200um (far),1889.5109626202193
1.1148901,-0.49932265,Oligodendrocyte,>200um (far),602.2570862868185
2.2400107,1.9595078,Neuron,>200um (far),912.5952734244305
5.3888984,2.3434172,Neuron,>200um (far),396.5947096541702
6.018637,2.2537916,Microglia,>200um (far),496.7225842523574
3.9111173,0.5413605,Oligodendrocyte,50-100um,59.78333914091095
5.0491266,1.0141889,Microglia,>200um (far),794.705437084603
1.204027,0.14471257,Oligodendrocyte,>200um (far),847.4955688129146
0.30948272,0.8323222,Oligodendrocyte,>200um (far),225.06304275533262
1.6705663,4.0484195,Neuron,>200um (far),279.3979918020378
3.0251822,2.6198444,Neuron,>200um (far),891.4852211501376
3.3657541,2.865517,Neuron,>200um (far),1108.0581480165529
3.9717891,2.3394892,Neuron,>200um (far),1223.4740390412287
3.4665332,2.4851196,Microglia,>200um (far),484.2816469038009
2.3604405,-0.75246793,Microglia,>200um (far),574.7756580228363
-2.5860968,0.62669975,Oligodendrocyte,>200um (far),1051.6465578465122
5.168788,1.4793965,Neuron,>200um (far),609.9355101902751
5.8994093,1.4170004,Neuron,>200um (far),369.3205561512088
3.100242,2.5717993,Astrocyte,>200um (far),1263.9803941972666
3.5059378,2.1752079,Neuron,>200um (far),207.92602848308726
4.4078126,-0.5745066,Microglia,>200um (far),746.5286497273567
-0.46673417,0.8790537,Oligodendrocyte,>200um (far),522.491019987057
2.8156044,2.2016993,Microglia,>200um (far),467.7713907757066
2.2087917,-1.9377247,Oligodendrocyte,>200um (far),1299.389049218356
-0.38359603,0.40309468,Oligodendrocyte,>200um (far),762.756374725686
3.6805186,1.8863752,Microglia,>200um (far),625.0538747004223
2.0953612,-0.84176624,Microglia,>200um (far),707.7826883910056
4.2401996,1.8697708,Oligodendrocyte,>200um (far),1051.471551285662
-0.03817252,0.3372028,Oligodendrocyte,>200um (far),742.3395787439183
0.54786944,3.1782448,Microglia,>200um (far),455.67645123466747
1.5012357,-0.17772861,Microglia,>200um (far),295.3076349035655
5.4742546,0.95618296,Neuron,>200um (far),581.2012043566458
3.2931576,2.6238158,Oligodendrocyte,>200um (far),567.547236379927
2.3941576,2.583641,Neuron,>200um (far),709.713412622467
4.3902707,2.8045862,Neuron,>200um (far),1075.574506839093
2.1625984,-2.0092375,Neuron,>200um (far),410.24478091064674
2.1865683,1.9294722,Microglia,>200um (far),1017.3001834113361
3.5989954,-0.8589924,Oligodendrocyte,>200um (far),748.3824509497841
1.5872688,4.120061,Neuron,>200um (far),739.1028349892612
2.3923283,3.3207128,Neuron,>200um (far),348.34917301728717
4.9406776,0.6627605,Astrocyte,>200um (far),354.3293505101295
5.8157334,2.2789595,Astrocyte,>200um (far),289.58335607632523
1.9111025,0.40330648,Neuron,>200um (far),732.287489303292
3.1456199,-2.0594559,Oligodendrocyte,>200um (far),878.5125639498889
3.46449,-0.848988,Neuron,>200um (far),684.7542012684929
3.7832267,2.775692,Microglia,>200um (far),405.51567870844275
1.9031136,-1.2142948,Neuron,>200um (far),880.5090315658726
0.43371385,0.07673139,Astrocyte,100-200um,151.65558662179726
5.2901716,3.1599126,Neuron,>200um (far),1012.7825842840243
-0.6253699,0.78833884,Oligodendrocyte,>200um (far),939.1463996626408
4.3818274,0.70948535,Neuron,>200um (far),950.7130594194814
0.96878123,1.7490937,Astrocyte,100-200um,130.84848004555204
2.8634493,-0.6427018,Astrocyte,>200um (far),1209.3827876309083
-0.0032600984,0.8129858,Oligodendrocyte,>200um (far),291.12286535456684
4.7778015,0.7712105,Astrocyte,>200um (far),1353.4267200706902
-0.2726506,0.32462123,Oligodendrocyte,>200um (far),641.922181297957
4.808047,1.8897574,Neuron,>200um (far),366.3219441066386
2.687123,-0.7942673,Neuron,>200um (far),497.4523838548875
0.3329166,1.9622363,Neuron,100-200um,184.70053181364247
2.7785676,0.80458915,Neuron,>200um (far),541.308305699158
3.960348,0.4538461,Oligodendrocyte,>200um (far),1070.0613560957233
4.7834177,1.2089146,Neuron,>200um (far),931.3297475915127
4.611962,2.526605,Neuron,>200um (far),474.26467409499935
2.6644957,3.8301961,Neuron,>200um (far),588.1921810407046
-1.9218464,0.08488385,Oligodendrocyte,>200um (far),1342.9933260260584
3.4820635,-1.0429916,Oligodendrocyte,>200um (far),996.8466463216042
1.4653245,3.9843287,Neuron,>200um (far),792.4486673391457
2.7278109,3.461166,Microglia,>200um (far),791.1301283312213
3.043512,-0.965885,Neuron,>200um (far),484.07604084033676
4.4923534,3.841171,Microglia,>200um (far),748.5732578156084
3.6877062,2.4319487,Neuron,>200um (far),210.25099695074084
1.5489616,-0.29488084,Neuron,>200um (far),1102.982759253938
2.5273309,3.2690208,Oligodendrocyte,>200um (far),378.7633311440596
3.0499465,-1.3735405,Microglia,>200um (far),1104.6414490088348
5.015773,2.292104,Microglia,>200um (far),334.5742513374692
3.7785556,2.625296,Neuron,>200um (far),347.3587955344114
1.1217388,-0.9274446,Astrocyte,>200um (far),712.0441097978993
4.132092,-0.33886555,Astrocyte,>200um (far),1675.5223041307659
2.5437603,-0.7169139,Astrocyte,>200um (far),539.7850102142611
3.0767634,-0.10186386,Neuron,>200um (far),354.2927454595713
2.4004927,0.5744221,Microglia,>200um (far),1351.5392772700181
4.9822273,0.86721754,Neuron,>200um (far),900.6413362359456
4.494356,-1.1848847,Neuron,>200um (far),483.56268051649295
3.0448089,3.4394608,Neuron,>200um (far),693.1477889838941
2.4794822,2.407607,Microglia,>200um (far),1653.9450747534418
-0.31812152,-0.47353584,Oligodendrocyte,>200um (far),1051.5767740405156
3.6558843,3.7957022,Neuron,>200um (far),764.7089119059498
4.6435738,2.1060927,Neuron,>200um (far),695.30918973989
3.316794,2.3966835,Neuron,>200um (far),460.30972720123106
0.50147563,-1.6679124,Oligodendrocyte,>200um (far),556.2937801469465
4.973526,0.0783081,Neuron,>200um (far),926.3142555768331
3.8973763,3.0154963,Microglia,>200um (far),312.74680929099924
-2.9070466,0.7436263,Neuron,>200um (far),294.95911152653525
2.0935626,-0.7230386,Astrocyte,>200um (far),1155.4298735992118
3.3310258,1.8653566,Neuron,>200um (far),1209.585480314836
4.9809804,1.4674404,Neuron,>200um (far),396.4182169785596
-1.0313393,0.48860317,Neuron,>200um (far),1197.3346413133322
1.473324,-1.1120714,Astrocyte,>200um (far),308.7256582087913
-0.41130528,-0.84568757,Oligodendrocyte,>200um (far),468.08484952752036
3.8492184,2.1985075,Microglia,>200um (far),825.5100276573154
0.04652042,-0.73520344,Neuron,>200um (far),1524.6704077265
5.3773894,2.809503,Neuron,>200um (far),1463.543914346484
5.7608175,2.1460972,Microglia,>200um (far),1194.685618504461
-0.6222208,0.88354874,Oligodendrocyte,>200um (far),803.8515158531965
4.4009027,1.4314871,Neuron,>200um (far),332.53268128542476
1.4188427,2.1901922,Neuron,>200um (far),293.2901615962554
1.7861335,-0.78033084,Oligodendrocyte,>200um (far),828.7525198205245
-0.17638984,-0.9519003,Microglia,>200um (far),1203.8852836500641
1.2439889,4.217224,Oligodendrocyte,>200um (far),1007.6658219617119
3.4041069,3.553263,Neuron,>200um (far),284.89304089688585
5.021643,2.3174574,Astrocyte,>200um (far),500.04213983326594
-0.60666513,-0.66856664,Oligodendrocyte,100-200um,112.49703238013343
3.864932,1.9702333,Microglia,>200um (far),1056.2199111273112
2.1501014,-1.8190454,Neuron,>200um (far),1904.7581284172682
5.552231,-0.22376913,Neuron,>200um (far),728.5523071821113
5.3452215,0.5791655,Astrocyte,>200um (far),586.4828371442851
3.664099,-0.5301061,Neuron,>200um (far),371.34240862293075
0.96699125,-1.2838039,Oligodendrocyte,>200um (far),716.9985006820915
2.788986,3.2535613,Microglia,>200um (far),338.84481809872057
4.734234,0.91623306,Astrocyte,>200um (far),455.2122231795945
2.138341,-1.8404509,Oligodendrocyte,>200um (far),688.7894736425247
1.4951925,3.9496868,Neuron,>200um (far),333.4453631670976
3.6055393,2.3885353,Neuron,>200um (far),787.2633234035766
4.067162,1.5494614,Neuron,>200um (far),858.3637076157997
4.4579043,3.278009,Microglia,100-200um,193.60217968951505
5.0877976,1.0425109,Astrocyte,>200um (far),1036.7189708151047
4.3516345,-0.27965015,Astrocyte,>200um (far),648.9706621119371
4.1967955,-1.0873382,Neuron,>200um (far),803.1896477384993
1.0148199,0.11897625,Oligodendrocyte,>200um (far),1545.379797590191
1.8195424,1.4456592,Neuron,>200um (far),287.0665647608609
4.8234677,2.3852174,Neuron,>200um (far),458.8641920774226
2.9295416,2.1341927,Oligodendrocyte,>200um (far),915.8005246448257
4.183932,2.9034905,Neuron,>200um (far),949.1845112070516
5.0788617,2.135008,Microglia,>200um (far),1152.0130503854195
1.9497733,0.40670365,Astrocyte,>200um (far),387.7824247244188
-0.70496875,1.0610105,Neuron,>200um (far),1126.2118306159548
5.947364,1.4361897,Neuron,>200um (far),1111.3650014174173
3.4906797,3.5942452,Neuron,>200um (far),1002.8850671972904
4.929768,0.51089114,Astrocyte,>200um (far),666.108985192959
-1.3860863,0.25640616,Oligodendrocyte,>200um (far),721.4677723690048
3.6504292,2.2622588,Microglia,>200um (far),1178.9144515874377
3.9900527,-0.5778461,Microglia,>200um (far),902.1515053826517
-0.5204489,-0.44587275,Oligodendrocyte,>200um (far),1268.0822651383019
2.9917307,-1.1080651,Microglia,>200um (far),1198.6025151125932
3.5726335,-1.4195322,Microglia,>200um (far),357.0161512860425
2.6541667,0.11268977,Neuron,>200um (far),483.58186212305804
2.9336507,0.96751094,Astrocyte,>200um (far),621.4094039125845
1.607632,1.4328618,Microglia,>200um (far),245.75892344689487
3.088163,3.620319,Microglia,>200um (far),242.2559341619921
2.213592,-1.6907815,Astrocyte,>200um (far),321.895747827146
6.483243,1.4816546,Neuron,>200um (far),889.0108340996638
2.155214,-1.8326671,Microglia,>200um (far),1075.3121871122612
2.9908252,2.0901911,Microglia,>200um (far),235.5873968002955
1.3773266,-0.08828499,Astrocyte,>200um (far),335.91834629888643
-2.1174452,0.304214,Oligodendrocyte,>200um (far),388.3256650102235
3.392792,2.0891507,Neuron,>200um (far),486.2954108678409
3.6722,-0.42314106,Neuron,>200um (far),419.33714595738843
3.3464441,-0.8598396,Microglia,>200um (far),364.7435412146265
1.2650237,2.3755956,Neuron,>200um (far),865.1337973718821
4.238845,1.4587396,Neuron,>200um (far),516.5768528355025
3.043253,2.9543207,Neuron,>200um (far),207.1834088498153
4.704294,1.664878,Oligodendrocyte,>200um (far),737.1938747536057
1.3703862,2.2524152,Neuron,>200um (far),351.96112515088083
4.312778,2.3520987,Microglia,>200um (far),644.5742138138646
-2.7690153,0.73357457,Microglia,100-200um,137.9490354330336
3.3438418,2.094422,Neuron,>200um (far),289.3573743525511
3.7154398,-1.0969591,Oligodendrocyte,>200um (far),670.6684220481793
3.2807145,3.3916218,Microglia,>200um (far),504.1966937871295
-2.8907251,0.7930555,Oligodendrocyte,>200um (far),918.8284735052946
2.9482427,-2.2516916,Oligodendrocyte,>200um (far),432.80304665540586
4.2342443,3.751261,Neuron,>200um (far),795.3821030904264
2.0176277,-1.9176552,Astrocyte,>200um (far),1121.5614238586404
